,Unnamed: 0,date,author,twitter_name,text,number_of_likes,number_of_retweets,cleaned_tweet,user_handles,hashtags,links,punct,tokenized_text,tokenizer_noStopw,stemmed_text,sentiment,score,polarity,subjectivity
910,910,1643729152000,Hurley Medical,HurleyMedical,We’re joining our friends at @PandaExpress by celebrating #PandaLNY! Thank you local associates and customers for h… https://t.co/rCEIukdXez,2,0,We’re joining our friends at  by celebrating ! Thank you local associates and customers for h…,['@PandaExpress'],['#PandaLNY'],[' https://t.co/rCEIukdXez'],We’re joining our friends at  by celebrating  Thank you local associates and customers for h…,"[We, ’re, joining, our, friends, at,  , by, celebrating,  , Thank, you, local, associates, and, customers, for, h, …]","['joining', 'friends', ' ', 'celebrating', ' ', 'Thank', 'local', 'associates', 'customers', 'h', '…']",join friend   celebr   thank local associ custom h …,positive,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.8622}",0.0,0.0
911,911,1643729102000,Robert,towdow3,So now that Rona is going away. What do you think is the next scam? #russia #covid #mandates #vaccine,2,1,So now that Rona is going away. What do you think is the next scam?,[],"['#russia', '#covid', '#mandates', '#vaccine']",[],So now that Rona is going away What do you think is the next scam,"[So, now, that, Rona, is, going, away, What, do, you, think, is, the, next, scam]","['Rona', 'going', 'away', 'think', 'scam']",rona go away think scam,negative,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.5719}",0.0,0.0
912,912,1643729060000,E Deploribus Unum 🎯🔥🍊 ¯\_( ͡❛ ͜ʖ ͡❛)_/¯ 🍊🔥🎯,Patriotic_socks,"Yes, Emergency use treatment must be pulled for the jab. Emergency is over!

#covid  

https://t.co/hqmWZVjPT4 https://t.co/ndqcO2eld6",0,1,"Yes, Emergency use treatment must be pulled for the jab. Emergency is over!

  

https://t.co/hqmWZVjPT4",[],['#covid'],[' https://t.co/ndqcO2eld6'],"Yes Emergency use treatment must be pulled for the jab Emergency is over

  

httpstcohqmWZVjPT4","[Yes, Emergency, use, treatment, must, be, pulled, for, the, jab, Emergency, is, over, 

  

, httpstcohqmWZVjPT4]","['Yes', 'Emergency', 'use', 'treatment', 'pulled', 'jab', 'Emergency', '\n\n  \n\n', 'httpstcohqmWZVjPT4']","ye emerg use treatment pull jab emerg 

  

 httpstcohqmwzvjpt4",negative,"{'neg': 0.286, 'neu': 0.573, 'pos': 0.141, 'compound': -0.4199}",0.0,0.0
913,913,1643728854000,Marco Fonseca,MarcoVFonseca,#Cuba leads the world in vaccinating #children as young as two against #Covid https://t.co/zuF9urilc4 #CubaVsBloqueo,0,0,leads the world in vaccinating  as young as two against,[],"['#Cuba', '#children', '#Covid', '#CubaVsBloqueo']",[' https://t.co/zuF9urilc4'],leads the world in vaccinating  as young as two against,"[leads, the, world, in, vaccinating,  , as, young, as, two, against]","['leads', 'world', 'vaccinating', ' ', 'young']",lead world vaccin   young,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.1,0.4
914,914,1643728738000,Jill,jserb,"Covid was leaked from a lab in wuhan, and gain of function experiments should be outlawed! #covid  
https://t.co/x2jt2lbUOc",0,0,"Covid was leaked from a lab in wuhan, and gain of function experiments should be outlawed!   
https://t.co/x2jt2lbUOc",[],['#covid'],[],"Covid was leaked from a lab in wuhan and gain of function experiments should be outlawed   
httpstcox2jt2lbUOc","[Covid, was, leaked, from, a, lab, in, wuhan, and, gain, of, function, experiments, should, be, outlawed,   
, httpstcox2jt2lbUOc]","['Covid', 'leaked', 'lab', 'wuhan', 'gain', 'function', 'experiments', 'outlawed', '  \n', 'httpstcox2jt2lbUOc']","covid leak lab wuhan gain function experi outlaw   
 httpstcox2jt2lbuoc",positive,"{'neg': 0.115, 'neu': 0.7, 'pos': 0.185, 'compound': 0.3382}",0.0,0.0
915,915,1643728670000,Georgia Chapter AAP,GAChapterAAP,#Covid News: Moderna #Vaccine Gets Full Approval From F.D.A. - The New York Times https://t.co/u0RsdTYGUK,0,0,News: Moderna  Gets Full Approval From F.D.A. - The New York Times,[],"['#Covid', '#Vaccine']",[' https://t.co/u0RsdTYGUK'],News Moderna  Gets Full Approval From FDA  The New York Times,"[News, Moderna,  , Gets, Full, Approval, From, FDA,  , The, New, York, Times]","['News', 'Moderna', ' ', 'Gets', 'Approval', 'FDA', ' ', 'New', 'York', 'Times']",new moderna   get approv fda   new york time,positive,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4767}",0.24318181818181817,0.5022727272727273
916,916,1643728532000,TOOZ#72,denniss9117,@oscarrobinsons @Raiders @DWHarris510 @KSJM_12_72 @AK7682 @Angelrdz66 @blitzchk @AmyTrask @SilverNBlackJWB… https://t.co/v9la5swX8R,22,1,_12_72     …,"['@oscarrobinsons', '@Raiders', '@DWHarris510', '@KSJM', '@AK7682', '@Angelrdz66', '@blitzchk', '@AmyTrask', '@SilverNBlackJWB']",[],[' https://t.co/v9la5swX8R'],1272     …,"[1272,     , …]","['1272', '    ', '…']",1272      …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
917,917,1643728500000,ILSI Global,ILSI_Global,Save the date: The #ILSI2022 Annual Meeting will be in #Brussels from June 27-30! This #scientific meeting will add… https://t.co/qCLpiLW5rq,4,2,Save the date: The  Annual Meeting will be in  from June 27-30! This  meeting will add…,[],"['#ILSI2022', '#Brussels', '#scientific']",[' https://t.co/qCLpiLW5rq'],Save the date The  Annual Meeting will be in  from June 273 This  meeting will add…,"[Save, the, date, The,  , Annual, Meeting, will, be, in,  , from, June, 273, This,  , meeting, will, add, …]","['Save', 'date', ' ', 'Annual', 'Meeting', ' ', 'June', '273', ' ', 'meeting', 'add', '…']",save date   annual meet   june 273   meet add …,positive,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.5411}",0.0,0.0
918,918,1643728403000,Arsha Jyotish (Vedic Ancient Wisdom),Arsha_Jyotish,Arsha Jyotish has launched a course on Varshaphala As An Important Predictive Tool By Dr. K S Charak. Visit -… https://t.co/G0BjQ3sChF,1,0,Arsha Jyotish has launched a course on Varshaphala As An Important Predictive Tool By Dr. K S Charak. Visit -…,[],[],[' https://t.co/G0BjQ3sChF'],Arsha Jyotish has launched a course on Varshaphala As An Important Predictive Tool By Dr K S Charak Visit …,"[Arsha, Jyotish, has, launched, a, course, on, Varshaphala, As, An, Important, Predictive, Tool, By, Dr, K, S, Charak, Visit, …]","['Arsha', 'Jyotish', 'launched', 'course', 'Varshaphala', 'Important', 'Predictive', 'Tool', 'Dr', 'K', 'S', 'Charak', 'Visit', '…']",arsha jyotish launch cours varshaphala import predict tool dr k s charak visit …,positive,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.3182}",0.4,1.0
919,919,1643728295000,Georgia Chapter AAP,GAChapterAAP,Georgia #COVID deaths rising as U.S. deaths from #omicron surpass delta https://t.co/dQenHAFu7O,0,0,Georgia  deaths rising as U.S. deaths from  surpass delta,[],"['#COVID', '#omicron']",[' https://t.co/dQenHAFu7O'],Georgia  deaths rising as US deaths from  surpass delta,"[Georgia,  , deaths, rising, as, US, deaths, from,  , surpass, delta]","['Georgia', ' ', 'deaths', 'rising', 'deaths', ' ', 'surpass', 'delta']",georgia   death rise death   surpass delta,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
920,920,1643728269000,Georgiann Baldino,obtener,"The ""estimated incidence of a neurological or psychiatric  [disease in #Covid-19 patients after] ...6 months was 33… https://t.co/XPyVkbkslI",0,0,"The ""estimated incidence of a neurological or psychiatric  [disease in -19 patients after] ...6 months was 33…",[],['#Covid'],[' https://t.co/XPyVkbkslI'],The estimated incidence of a neurological or psychiatric  disease in 1 patients after 6 months was 33…,"[The, estimated, incidence, of, a, neurological, or, psychiatric,  , disease, in, 1, patients, after, 6, months, was, 33, …]","['estimated', 'incidence', 'neurological', 'psychiatric', ' ', 'disease', '1', 'patients', '6', 'months', '33', '…']",estim incid neurolog psychiatr   diseas 1 patient 6 month 33 …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
921,921,1643728251000,🐺 Viking James 🐺,VikingJamesTV,"I GOT COVID! DAY 3 OF ISOLATING (NO SYMPTOMS) | Giveaway Stream Build-up https://t.co/lE6Bdv0dDY
.
#STREAMER #covid #twitchtv #ukstreamer",1,3,"I GOT COVID! DAY 3 OF ISOLATING (NO SYMPTOMS) | Giveaway Stream Build-up
.",[],"['#STREAMER', '#covid', '#twitchtv', '#ukstreamer']",[' https://t.co/lE6Bdv0dDY'],"I GOT COVID DAY 3 OF ISOLATING NO SYMPTOMS  Giveaway Stream Buildup
","[I, GOT, COVID, DAY, 3, OF, ISOLATING, NO, SYMPTOMS,  , Giveaway, Stream, Buildup, 
]","['GOT', 'COVID', 'DAY', '3', 'ISOLATING', 'SYMPTOMS', ' ', 'Giveaway', 'Stream', 'Buildup', '\n']","got covid day 3 isol symptom   giveaway stream buildup 
",neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
922,922,1643728202000,The Big Bid Theory,TheBigBidTheory,"Did you know? From Season 7, @RodneyRohde shared expertise and opinions on #COVID, testing and vaccinations,  #PPE,… https://t.co/TisMgkqCJF",8,5,"Did you know? From Season 7,  shared expertise and opinions on , testing and vaccinations,  ,…",['@RodneyRohde'],"['#COVID', '#PPE']",[' https://t.co/TisMgkqCJF'],Did you know From Season 7  shared expertise and opinions on  testing and vaccinations  …,"[Did, you, know, From, Season, 7,  , shared, expertise, and, opinions, on,  , testing, and, vaccinations,  , …]","['know', 'Season', '7', ' ', 'shared', 'expertise', 'opinions', ' ', 'testing', 'vaccinations', ' ', '…']",know season 7   share expertis opinion   test vaccin   …,positive,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.34}",0.0,0.0
923,923,1643728192000,⚡ mike hagan ⚡,mikehagan,A Literature Review and #MetaAnalysis of the Effects of #Lockdowns on #COVID-19-Mortality https://t.co/M481lZES11,0,0,A Literature Review and  of the Effects of  on -19-Mortality,[],"['#MetaAnalysis', '#Lockdowns', '#COVID']",[' https://t.co/M481lZES11'],A Literature Review and  of the Effects of  on 1Mortality,"[A, Literature, Review, and,  , of, the, Effects, of,  , on, 1Mortality]","['Literature', 'Review', ' ', 'Effects', ' ', '1Mortality']",literatur review   effect   1mortal,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
924,924,1643727954000,NOWDiagnostics,nowdx1,@PCH_SF says the combination of natural and vaccine-induced immunity is the “holy grail” of an immune response. Giv… https://t.co/qbnntA0D2N,2,1,_SF says the combination of natural and vaccine-induced immunity is the “holy grail” of an immune response. Giv…,['@PCH'],[],[' https://t.co/qbnntA0D2N'],SF says the combination of natural and vaccineinduced immunity is the “holy grail” of an immune response Giv…,"[SF, says, the, combination, of, natural, and, vaccineinduced, immunity, is, the, “, holy, grail, ”, of, an, immune, response, Giv, …]","['SF', 'says', 'combination', 'natural', 'vaccineinduced', 'immunity', '“', 'holy', 'grail', '”', 'immune', 'response', 'Giv', '…']",sf say combin natur vaccineinduc immun “ holi grail ” immun respons giv …,positive,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.5719}",0.1,0.4
925,925,1643727914000,Jelly Bear Esq.,jellybearesq,I'm feeling better; still sick but over the #covid hump. On my third day in isolation. Get your #vaxx and #boost gu… https://t.co/qD7oFtHTQU,3,0,I'm feeling better; still sick but over the  hump. On my third day in isolation. Get your  and  gu…,[],"['#covid', '#vaxx', '#boost']",[' https://t.co/qD7oFtHTQU'],Im feeling better still sick but over the  hump On my third day in isolation Get your  and  gu…,"[I, m, feeling, better, still, sick, but, over, the,  , hump, On, my, third, day, in, isolation, Get, your,  , and,  , gu, …]","['m', 'feeling', 'better', 'sick', ' ', 'hump', 'day', 'isolation', ' ', ' ', 'gu', '…']",m feel better sick   hump day isol     gu …,negative,"{'neg': 0.238, 'neu': 0.628, 'pos': 0.134, 'compound': -0.5423}",-0.07142857142857144,0.4523809523809524
926,926,1643727880000,"Jane ""Mask Up, Get Vaccinated &Vote Early"" Doe😷✌️",spk4whatsright,@peterbakernyt @ddiamond @yabutaleb7 @tylerpager It strikes me as *very* bizarre that @WhiteHouse &amp; @POTUS… https://t.co/SXZ3zHxEuR,0,0,It strikes me as *very* bizarre that  &amp; …,"['@peterbakernyt', '@ddiamond', '@yabutaleb7', '@tylerpager', '@WhiteHouse', '@POTUS']",[],[' https://t.co/SXZ3zHxEuR'],It strikes me as very bizarre that  amp …,"[It, strikes, me, as, very, bizarre, that,  , amp, …]","['strikes', 'bizarre', ' ', 'amp', '…']",strike bizarr   amp …,negative,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.5859}",0.52,0.78
927,927,1643727721000,"Veteran Esquire Legal Solutions, PLLC",VeteranEsqLegal,"""New $16 billion VA medical records system delayed again. This time by COVID.""
#VA #MedicalRecords #COVID
https://t.co/CsewXD8TV9",1,0,"""New $16 billion VA medical records system delayed again. This time by COVID.""
  
https://t.co/CsewXD8TV9",[],"['#VA', '#MedicalRecords', '#COVID']",[],"New 16 billion VA medical records system delayed again This time by COVID
  
httpstcoCsewXD8TV","[New, 16, billion, VA, medical, records, system, delayed, again, This, time, by, COVID, 
  
, httpstcoCsewXD8TV]","['New', '16', 'billion', 'VA', 'medical', 'records', 'system', 'delayed', 'time', 'COVID', '\n  \n', 'httpstcoCsewXD8TV']","new 16 billion va medic record system delay time covid 
  
 httpstcocsewxd8tv",negative,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.2263}",0.06818181818181818,0.22727272727272727
928,928,1643727710000,Kim Getz,kim_getz,Day 2 and no response from @Ticketmaster customer service except canned responses. I'd love to see @reba but I can'… https://t.co/duMO34qGgV,0,1,Day 2 and no response from  customer service except canned responses. I'd love to see  but I can'…,"['@Ticketmaster', '@reba']",[],[' https://t.co/duMO34qGgV'],Day 2 and no response from  customer service except canned responses Id love to see  but I can…,"[Day, 2, and, no, response, from,  , customer, service, except, canned, responses, I, d, love, to, see,  , but, I, can, …]","['Day', '2', 'response', ' ', 'customer', 'service', 'canned', 'responses', 'd', 'love', ' ', '…']",day 2 respons   custom servic can respons d love   …,positive,"{'neg': 0.088, 'neu': 0.769, 'pos': 0.143, 'compound': 0.25}",0.5,0.6
929,929,1643727665000,WomanTech IT,WomanTech_IT,"To kick off black history month, we want to highlight entrepreneur @KatherineFinney!
-
💬 Share this post with someo… https://t.co/g5sKXHkKRK",0,4,"To kick off black history month, we want to highlight entrepreneur !
-
💬 Share this post with someo…",['@KatherineFinney'],[],[' https://t.co/g5sKXHkKRK'],"To kick off black history month we want to highlight entrepreneur 

💬 Share this post with someo…","[To, kick, off, black, history, month, we, want, to, highlight, entrepreneur, 

, 💬, Share, this, post, with, someo, …]","['kick', 'black', 'history', 'month', 'want', 'highlight', 'entrepreneur', '\n\n', '💬', 'Share', 'post', 'someo', '…']","kick black histori month want highlight entrepreneur 

 💬 share post someo …",positive,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.636}",-0.20833333333333331,0.43333333333333335
930,930,1643727601000,3M Worker Health and Safety,3MSafety,Need help with the 3M N95 respirator you received from the U.S. government's Strategic National Stockpile? Find out… https://t.co/1yvVG9ctPC,3,1,Need help with the 3M N95 respirator you received from the U.S. government's Strategic National Stockpile? Find out…,[],[],[' https://t.co/1yvVG9ctPC'],Need help with the 3M N5 respirator you received from the US governments Strategic National Stockpile Find out…,"[Need, help, with, the, 3, M, N5, respirator, you, received, from, the, US, governments, Strategic, National, Stockpile, Find, out, …]","['Need', 'help', '3', 'M', 'N5', 'respirator', 'received', 'governments', 'Strategic', 'National', 'Stockpile', 'Find', '…']",need help 3 m n5 respir receiv govern strateg nation stockpil find …,positive,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}",0.0,0.0
931,931,1643727572000,Wyandot County Public Health,WyandotHealth,"Today, the U.S. FDA granted full approval of the #Moderna #COVID-19 vaccine for people 18 years old and older. The… https://t.co/8adb2j0X3z",0,0,"Today, the U.S. FDA granted full approval of the  -19 vaccine for people 18 years old and older. The…",[],"['#Moderna', '#COVID']",[' https://t.co/8adb2j0X3z'],Today the US FDA granted full approval of the  1 vaccine for people 18 years old and older The…,"[Today, the, US, FDA, granted, full, approval, of, the,  , 1, vaccine, for, people, 18, years, old, and, older, The, …]","['Today', 'FDA', 'granted', 'approval', ' ', '1', 'vaccine', 'people', '18', 'years', 'old', 'older', '…']",today fda grant approv   1 vaccin peopl 18 year old older …,positive,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6249}",0.20555555555555552,0.3611111111111111
932,932,1643727294000,Jeanne 'Divinae',Divinae4,"And yes! I am vaccinated and boosted. Vaccination doesn’t make you immune, it’s suppose to help lesson the symptoms… https://t.co/cbfNqluALf",1,0,"And yes! I am vaccinated and boosted. Vaccination doesn’t make you immune, it’s suppose to help lesson the symptoms…",[],[],[' https://t.co/cbfNqluALf'],And yes I am vaccinated and boosted Vaccination doesn’t make you immune it’s suppose to help lesson the symptoms…,"[And, yes, I, am, vaccinated, and, boosted, Vaccination, does, n’t, make, you, immune, it, ’s, suppose, to, help, lesson, the, symptoms, …]","['yes', 'vaccinated', 'boosted', 'Vaccination', 'immune', 'suppose', 'help', 'lesson', 'symptoms', '…']",ye vaccin boost vaccin immun suppos help lesson symptom …,positive,"{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.8553}",0.0,0.0
